poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,imputed_sample_size,politician_id,politician,favorable,unfavorable,alternate_answers,very_favorable,somewhat_favorable,somewhat_unfavorable,very_unfavorable
89350,1205,Marist,"373,2166",NPR | PBS News,Marist College,183,Marist College,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,9.0,,10/31/24,11/2/24,,"",,216295,1560,a,,a,,11/4/24 12:25,"",https://maristpoll.marist.edu/polls/u-s-presidential-contest-november-2024/,https://maristpoll.marist.edu/polls/u-s-presidential-contest-november-2024/,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fmaristpoll.marist.edu%2Fwp-content%2Fuploads%2F2024%2F11%2FNPR_PBS-News_Marist-Poll_USA-NOS-and-TABLES_202411031509.xlsx&wdOrigin=BROWSELINK,"",false,,1560,11,Donald Trump,47.0,50.0,3.0,32.0,14.0,6.0,44.0
89350,1205,Marist,"373,2166",NPR | PBS News,Marist College,183,Marist College,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,9.0,,10/31/24,11/2/24,,"",,216296,1446,rv,,rv,,11/4/24 12:25,"",https://maristpoll.marist.edu/polls/u-s-presidential-contest-november-2024/,https://maristpoll.marist.edu/polls/u-s-presidential-contest-november-2024/,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fmaristpoll.marist.edu%2Fwp-content%2Fuploads%2F2024%2F11%2FNPR_PBS-News_Marist-Poll_USA-NOS-and-TABLES_202411031509.xlsx&wdOrigin=BROWSELINK,"",false,,1446,11,Donald Trump,46.0,51.0,3.0,32.0,14.0,6.0,46.0
89251,1102,Emerson,"","",Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,,10/30/24,11/2/24,,"",,215840,1000,lv,,lv,,11/3/24 09:16,"",https://emersoncollegepolling.com/november-2024-national-poll-trump-and-harris-remain-locked-in-tight-race/,https://emersoncollegepolling.com/november-2024-national-poll-trump-and-harris-remain-locked-in-tight-race/,,https://docs.google.com/spreadsheets/d/1zSMg6ly1Mnj1m9QKd7tmckRkEEPSCjb8/edit?gid=581474264#gid=581474264,"",,,1000,6826,Kamala Harris,50.2,49.9,0,37.8,12.4,5.5,44.4
89251,1102,Emerson,"","",Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,,10/30/24,11/2/24,,"",,215841,1000,lv,,lv,,11/3/24 09:16,"",https://emersoncollegepolling.com/november-2024-national-poll-trump-and-harris-remain-locked-in-tight-race/,https://emersoncollegepolling.com/november-2024-national-poll-trump-and-harris-remain-locked-in-tight-race/,,https://docs.google.com/spreadsheets/d/1zSMg6ly1Mnj1m9QKd7tmckRkEEPSCjb8/edit?gid=581474264#gid=581474264,"",,,1000,11,Donald Trump,48.4,51.6,0,35.2,13.2,6.4,45.2
89252,1292,Hart/POS,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,2.6,-0.7,Live Phone,4.0,,10/30/24,11/2/24,,"",,215844,1000,rv,,rv,,11/3/24 09:16,question wording: positive/negative/neutral,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,https://s3.documentcloud.org/documents/25265231/nbc-november-2024-poll.pdf,,"",,,1000,42,Joe Biden,35.0,52.0,13.0,17.0,18.0,12.0,40.0
89252,1292,Hart/POS,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,2.6,-0.7,Live Phone,4.0,,10/30/24,11/2/24,,"",,215845,1000,rv,,rv,,11/3/24 09:16,question wording: positive/negative/neutral,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,https://s3.documentcloud.org/documents/25265231/nbc-november-2024-poll.pdf,,"",,,1000,11,Donald Trump,42.0,51.0,7.0,29.0,13.0,5.0,46.0
89252,1292,Hart/POS,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,2.6,-0.7,Live Phone,4.0,,10/30/24,11/2/24,,"",,215846,1000,rv,,rv,,11/3/24 09:16,question wording: positive/negative/neutral,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,https://s3.documentcloud.org/documents/25265231/nbc-november-2024-poll.pdf,,"",,,1000,6826,Kamala Harris,43.0,50.0,7.0,29.0,14.0,8.0,42.0
89252,1292,Hart/POS,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,2.6,-0.7,Live Phone,4.0,,10/30/24,11/2/24,,"",,215847,1000,rv,,rv,,11/3/24 09:16,question wording: positive/negative/neutral,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,https://s3.documentcloud.org/documents/25265231/nbc-november-2024-poll.pdf,,"",,,1000,13265,JD Vance,39.0,42.0,19.0,29.0,10.0,7.0,35.0
89252,1292,Hart/POS,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,2.6,-0.7,Live Phone,4.0,,10/30/24,11/2/24,,"",,215848,1000,rv,,rv,,11/3/24 09:16,question wording: positive/negative/neutral,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,https://www.nbcnews.com/politics/2024-election/final-nbc-news-poll-harris-trump-race-neck-neck-significant-gender-gap-rcna178361,https://s3.documentcloud.org/documents/25265231/nbc-november-2024-poll.pdf,,"",,,1000,3033,Tim Walz,37.0,38.0,25.0,23.0,14.0,8.0,30.0
89366,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,10/30/24,11/2/24,,"",,216416,4520,rv,,rv,,11/4/24 16:24,"",https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://elections.harrisx.com/public/HX_Forbes_Poll_Nov_2_24_3Day.html,,"",,,4520,42,Joe Biden,38.0,57.0,5.0,15.0,23.0,15.0,42.0
89366,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,10/30/24,11/2/24,,"",,216417,3759,lv,,lv,,11/4/24 16:24,"",https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://elections.harrisx.com/public/HX_Forbes_Poll_Nov_2_24_3Day.html,,"",,,3759,42,Joe Biden,41.0,56.0,3.0,17.0,24.0,13.0,43.0
89366,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,10/30/24,11/2/24,,"",,216418,4520,rv,,rv,,11/4/24 16:24,"",https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://elections.harrisx.com/public/HX_Forbes_Poll_Nov_2_24_3Day.html,,"",,,4520,6826,Kamala Harris,47.0,48.0,5.0,27.0,20.0,9.0,39.0
89366,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,10/30/24,11/2/24,,"",,216419,3759,lv,,lv,,11/4/24 16:24,"",https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://elections.harrisx.com/public/HX_Forbes_Poll_Nov_2_24_3Day.html,,"",,,3759,6826,Kamala Harris,49.0,49.0,2.0,30.0,19.0,7.0,41.0
89366,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,10/30/24,11/2/24,,"",,216420,4520,rv,,rv,,11/4/24 16:24,"",https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://elections.harrisx.com/public/HX_Forbes_Poll_Nov_2_24_3Day.html,,"",,,4520,11,Donald Trump,45.0,52.0,4.0,28.0,17.0,11.0,41.0
89366,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,10/30/24,11/2/24,,"",,216421,3759,lv,,lv,,11/4/24 16:24,"",https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://elections.harrisx.com/public/HX_Forbes_Poll_Nov_2_24_3Day.html,,"",,,3759,11,Donald Trump,46.0,52.0,1.0,30.0,16.0,9.0,43.0
89366,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,10/30/24,11/2/24,,"",,216426,4520,rv,,rv,,11/4/24 16:24,"",https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://elections.harrisx.com/public/HX_Forbes_Poll_Nov_2_24_3Day.html,,"",,,4520,13265,JD Vance,38.0,42.0,20.0,20.0,18.0,13.0,29.0
89366,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,10/30/24,11/2/24,,"",,216427,3759,lv,,lv,,11/4/24 16:24,"",https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://elections.harrisx.com/public/HX_Forbes_Poll_Nov_2_24_3Day.html,,"",,,3759,13265,JD Vance,42.0,44.0,14.0,23.0,19.0,13.0,31.0
89366,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,10/30/24,11/2/24,,"",,216428,4520,rv,,rv,,11/4/24 16:24,"",https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://elections.harrisx.com/public/HX_Forbes_Poll_Nov_2_24_3Day.html,,"",,,4520,3033,Tim Walz,37.0,39.0,24.0,17.0,20.0,11.0,28.0
89366,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,10/30/24,11/2/24,,"",,216429,3759,lv,,lv,,11/4/24 16:24,"",https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://www.forbes.com/sites/saradorn/2024/11/04/new-forbesharrisx-survey-harris-and-trump-in-near-dead-heat-1-day-before-election/,https://elections.harrisx.com/public/HX_Forbes_Poll_Nov_2_24_3Day.html,,"",,,3759,3033,Tim Walz,41.0,41.0,18.0,20.0,21.0,10.0,31.0
89253,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,10/29/24,11/1/24,,"",,215834,3140,a,,a,,11/3/24 09:16,"",https://abcnews.go.com/Politics/election-stays-close-final-weekend-dispirited-electorate-poll/story?id=115278707,https://abcnews.go.com/Politics/election-stays-close-final-weekend-dispirited-electorate-poll/story?id=115278707,https://www.langerresearch.com/wp-content/uploads/1239a1TheFinalWeekend.pdf,,"",,,3140,6826,Kamala Harris,44.0,46.0,10.0,22.0,22.0,13.0,34.0
89253,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,10/29/24,11/1/24,,"",,215835,2735,rv,,rv,,11/3/24 09:16,"",https://abcnews.go.com/Politics/election-stays-close-final-weekend-dispirited-electorate-poll/story?id=115278707,https://abcnews.go.com/Politics/election-stays-close-final-weekend-dispirited-electorate-poll/story?id=115278707,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-11/ABC%20News%20Ipsos%20Nov%203%202024%20Topline%20Final.pdf,,"",,,2735,6826,Kamala Harris,46.0,49.0,5.0,23.0,22.0,13.0,37.0
89253,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,10/29/24,11/1/24,,"",,215836,2267,lv,,lv,,11/3/24 09:16,"",https://abcnews.go.com/Politics/election-stays-close-final-weekend-dispirited-electorate-poll/story?id=115278707,https://abcnews.go.com/Politics/election-stays-close-final-weekend-dispirited-electorate-poll/story?id=115278707,https://www.langerresearch.com/wp-content/uploads/1239a1TheFinalWeekend.pdf,,"",,,2267,6826,Kamala Harris,48.0,48.0,3.0,27.0,22.0,11.0,38.0
89253,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,10/29/24,11/1/24,,"",,215837,3140,a,,a,,11/3/24 09:16,"",https://abcnews.go.com/Politics/election-stays-close-final-weekend-dispirited-electorate-poll/story?id=115278707,https://abcnews.go.com/Politics/election-stays-close-final-weekend-dispirited-electorate-poll/story?id=115278707,https://www.langerresearch.com/wp-content/uploads/1239a1TheFinalWeekend.pdf,,"",,,3140,11,Donald Trump,35.0,57.0,8.0,16.0,18.0,13.0,44.0
89253,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,10/29/24,11/1/24,,"",,215838,2735,rv,,rv,,11/3/24 09:16,"",https://abcnews.go.com/Politics/election-stays-close-final-weekend-dispirited-electorate-poll/story?id=115278707,https://abcnews.go.com/Politics/election-stays-close-final-weekend-dispirited-electorate-poll/story?id=115278707,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-11/ABC%20News%20Ipsos%20Nov%203%202024%20Topline%20Final.pdf,,"",,,2735,11,Donald Trump,37.0,59.0,4.0,18.0,19.0,13.0,47.0
89253,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,10/29/24,11/1/24,,"",,215839,2267,lv,,lv,,11/3/24 09:16,"",https://abcnews.go.com/Politics/election-stays-close-final-weekend-dispirited-electorate-poll/story?id=115278707,https://abcnews.go.com/Politics/election-stays-close-final-weekend-dispirited-electorate-poll/story?id=115278707,https://www.langerresearch.com/wp-content/uploads/1239a1TheFinalWeekend.pdf,,"",,,2267,11,Donald Trump,37.0,60.0,2.0,20.0,18.0,11.0,49.0
89238,1714,Kaplan Strategies,"","",Kaplan Strategies,124,Kaplan Strategies,2.0,-0.9,,4.5,,10/31/24,10/31/24,,"",,215763,671,rv,,rv,,11/2/24 16:45,"",https://www.scribd.com/document/787176657/Final-Kaplan-Strategies-2024-Presidential-Poll#from_embed,,https://www.scribd.com/document/787176657/Final-Kaplan-Strategies-2024-Presidential-Poll#from_embed,,"",,,671,11,Donald Trump,45.0,54.0,0,36.0,9.0,4.0,50.0
89238,1714,Kaplan Strategies,"","",Kaplan Strategies,124,Kaplan Strategies,2.0,-0.9,,4.5,,10/31/24,10/31/24,,"",,215764,671,rv,,rv,,11/2/24 16:45,"",https://www.scribd.com/document/787176657/Final-Kaplan-Strategies-2024-Presidential-Poll#from_embed,,https://www.scribd.com/document/787176657/Final-Kaplan-Strategies-2024-Presidential-Poll#from_embed,,"",,,671,6826,Kamala Harris,45.0,55.0,0,32.0,13.0,9.0,46.0
89238,1714,Kaplan Strategies,"","",Kaplan Strategies,124,Kaplan Strategies,2.0,-0.9,,4.5,,10/31/24,10/31/24,,"",,215765,671,rv,,rv,,11/2/24 16:45,"",https://www.scribd.com/document/787176657/Final-Kaplan-Strategies-2024-Presidential-Poll#from_embed,,https://www.scribd.com/document/787176657/Final-Kaplan-Strategies-2024-Presidential-Poll#from_embed,,"",,,671,13265,JD Vance,46.0,54.0,0,36.0,10.0,10.0,44.0
89238,1714,Kaplan Strategies,"","",Kaplan Strategies,124,Kaplan Strategies,2.0,-0.9,,4.5,,10/31/24,10/31/24,,"",,215766,671,rv,,rv,,11/2/24 16:45,"",https://www.scribd.com/document/787176657/Final-Kaplan-Strategies-2024-Presidential-Poll#from_embed,,https://www.scribd.com/document/787176657/Final-Kaplan-Strategies-2024-Presidential-Poll#from_embed,,"",,,671,3033,Tim Walz,47.0,53.0,0,31.0,16.0,11.0,42.0
89288,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/29/24,10/31/24,,"",,216015,1710,a,,a,,11/3/24 12:30,"",https://www.yahoo.com/news/final-yahoo-newsyougov-election-poll-trump-pulls-even-with-harris-at-47--but-will-enthusiasm-favor-democrats-144135193.html,https://www.yahoo.com/news/final-yahoo-newsyougov-election-poll-trump-pulls-even-with-harris-at-47--but-will-enthusiasm-favor-democrats-144135193.html,,https://www.scribd.com/document/787484182/full-yahoo-20241101,"",,,1710,42,Joe Biden,41.0,55.0,4.0,18.0,23.0,13.0,42.0
89288,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/29/24,10/31/24,,"",,216017,1267,rv,,rv,,11/3/24 12:30,"",https://www.yahoo.com/news/final-yahoo-newsyougov-election-poll-trump-pulls-even-with-harris-at-47--but-will-enthusiasm-favor-democrats-144135193.html,https://www.yahoo.com/news/final-yahoo-newsyougov-election-poll-trump-pulls-even-with-harris-at-47--but-will-enthusiasm-favor-democrats-144135193.html,,https://www.scribd.com/document/787484182/full-yahoo-20241101,"",,,1267,42,Joe Biden,43.0,56.0,1.0,20.0,23.0,11.0,45.0
89288,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/29/24,10/31/24,,"",,216019,1152,lv,,lv,,11/3/24 12:30,"",https://www.yahoo.com/news/final-yahoo-newsyougov-election-poll-trump-pulls-even-with-harris-at-47--but-will-enthusiasm-favor-democrats-144135193.html,https://www.yahoo.com/news/final-yahoo-newsyougov-election-poll-trump-pulls-even-with-harris-at-47--but-will-enthusiasm-favor-democrats-144135193.html,,https://www.scribd.com/document/787484182/full-yahoo-20241101,"",,,1152,42,Joe Biden,44.0,56.0,1.0,21.0,23.0,10.0,45.0
89288,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/29/24,10/31/24,,"",,216020,1710,a,,a,,11/3/24 12:30,"",https://www.yahoo.com/news/final-yahoo-newsyougov-election-poll-trump-pulls-even-with-harris-at-47--but-will-enthusiasm-favor-democrats-144135193.html,https://www.yahoo.com/news/final-yahoo-newsyougov-election-poll-trump-pulls-even-with-harris-at-47--but-will-enthusiasm-favor-democrats-144135193.html,,https://www.scribd.com/document/787484182/full-yahoo-20241101,"",,,1710,11,Donald Trump,44.0,53.0,3.0,26.0,18.0,8.0,44.0
89288,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/29/24,10/31/24,,"",,216022,1267,rv,,rv,,11/3/24 12:30,"",https://www.yahoo.com/news/final-yahoo-newsyougov-election-poll-trump-pulls-even-with-harris-at-47--but-will-enthusiasm-favor-democrats-144135193.html,https://www.yahoo.com/news/final-yahoo-newsyougov-election-poll-trump-pulls-even-with-harris-at-47--but-will-enthusiasm-favor-democrats-144135193.html,,https://www.scribd.com/document/787484182/full-yahoo-20241101,"",,,1267,11,Donald Trump,46.0,54.0,1.0,29.0,17.0,7.0,46.0
