poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
88710,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/12/24,10/15/24,,"",,,,,212852,1314,lv,,lv,,10/16/24 09:34,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ycklxBQ.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ycklxBQ.pdf,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,GRE,Stein,31116,Jill Stein,1.0
88710,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,10/12/24,10/15/24,,"",,,,,212852,1314,lv,,lv,,10/16/24 09:34,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ycklxBQ.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ycklxBQ.pdf,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,IND,West,31097,Cornel West,0.0
88685,770,TIPP,"","",TIPP Insights,144,TIPP Insights,1.8,-0.4,Online Panel,3.0,,10/12/24,10/14/24,,"",,,,,212545,1198,lv,,lv,TRUE,10/15/24 08:55,"",https://tippinsights.com/tipp-tracking-poll-day-2-harris-leads-popular-vote-but-trump-edges-in-electoral-projection/,https://tippinsights.com/tipp-tracking-poll-day-2-harris-leads-popular-vote-but-trump-edges-in-electoral-projection/,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,49.0
88685,770,TIPP,"","",TIPP Insights,144,TIPP Insights,1.8,-0.4,Online Panel,3.0,,10/12/24,10/14/24,,"",,,,,212545,1198,lv,,lv,TRUE,10/15/24 08:55,"",https://tippinsights.com/tipp-tracking-poll-day-2-harris-leads-popular-vote-but-trump-edges-in-electoral-projection/,https://tippinsights.com/tipp-tracking-poll-day-2-harris-leads-popular-vote-but-trump-edges-in-electoral-projection/,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,46.0
88691,1754,Patriot Polling,"","",Patriot Polling,732,Patriot Polling,1.1,0.6,IVR,5.0,Wisconsin,10/12/24,10/14/24,,"",,,,,212551,803,rv,,rv,,10/15/24 08:56,"",https://patriotpolling.com/our-polls/f/trump-and-baldwin-hold-narrow-leads-in-wisconsin,,,https://patriotpolling.com/our-polls/f/trump-and-baldwin-hold-narrow-leads-in-wisconsin,"",,,8905,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,49.0
88691,1754,Patriot Polling,"","",Patriot Polling,732,Patriot Polling,1.1,0.6,IVR,5.0,Wisconsin,10/12/24,10/14/24,,"",,,,,212551,803,rv,,rv,,10/15/24 08:56,"",https://patriotpolling.com/our-polls/f/trump-and-baldwin-hold-narrow-leads-in-wisconsin,,,https://patriotpolling.com/our-polls/f/trump-and-baldwin-hold-narrow-leads-in-wisconsin,"",,,8905,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,50.0
88721,1102,Emerson,"960,1656",The Hill | Inside California Politics,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel,7.0,California,10/12/24,10/14/24,,"",,,,,212897,1000,lv,,lv,,10/16/24 10:18,"",https://emersoncollegepolling.com/october-2024-california-poll-harris-59-trump-35/,https://emersoncollegepolling.com/october-2024-california-poll-harris-59-trump-35/,,https://docs.google.com/spreadsheets/d/18YPFYiD3uv_ehRX03Jp2MtsJXQOkvjrg/edit?gid=1255775821#gid=1255775821,"",,,8762,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,61.0
88721,1102,Emerson,"960,1656",The Hill | Inside California Politics,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel,7.0,California,10/12/24,10/14/24,,"",,,,,212897,1000,lv,,lv,,10/16/24 10:18,"",https://emersoncollegepolling.com/october-2024-california-poll-harris-59-trump-35/,https://emersoncollegepolling.com/october-2024-california-poll-harris-59-trump-35/,,https://docs.google.com/spreadsheets/d/18YPFYiD3uv_ehRX03Jp2MtsJXQOkvjrg/edit?gid=1255775821#gid=1255775821,"",,,8762,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,36.6
88722,460,SurveyUSA,"840,1812,1813",KING TV (Seattle) | The Seattle Times | University of Washington Center for an Informed Public,SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Panel,8.0,Washington,10/9/24,10/14/24,,"",,,,,212896,703,lv,,lv,,10/16/24 10:18,"",https://www.surveyusa.com/client/PollReport.aspx?g=8eae9696-f15c-4597-86c9-c369611b0521,,,https://www.surveyusa.com/client/PollReport.aspx?g=8eae9696-f15c-4597-86c9-c369611b0521,"",,,8902,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,57.0
88722,460,SurveyUSA,"840,1812,1813",KING TV (Seattle) | The Seattle Times | University of Washington Center for an Informed Public,SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Panel,8.0,Washington,10/9/24,10/14/24,,"",,,,,212896,703,lv,,lv,,10/16/24 10:18,"",https://www.surveyusa.com/client/PollReport.aspx?g=8eae9696-f15c-4597-86c9-c369611b0521,,,https://www.surveyusa.com/client/PollReport.aspx?g=8eae9696-f15c-4597-86c9-c369611b0521,"",,,8902,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,35.0
88719,149,Fairleigh Dickinson,"","",Fairleigh Dickinson University,92,Fairleigh Dickinson University,2.6,-0.6,Live Phone/Text-to-Web,9.5,,10/8/24,10/14/24,,"",,,,,212865,806,rv,,rv,,10/16/24 09:34,"",https://www.fdu.edu/news/114088/,,,https://www.fdu.edu/news/114088/,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,50.0
88719,149,Fairleigh Dickinson,"","",Fairleigh Dickinson University,92,Fairleigh Dickinson University,2.6,-0.6,Live Phone/Text-to-Web,9.5,,10/8/24,10/14/24,,"",,,,,212865,806,rv,,rv,,10/16/24 09:34,"",https://www.fdu.edu/news/114088/,,,https://www.fdu.edu/news/114088/,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,47.0
88697,1741,ActiVote,"","",ActiVote,721,ActiVote,,,App Panel,8.0,Maryland,9/8/24,10/14/24,,"",,,,,212575,400,lv,,lv,,10/15/24 09:59,"",https://www.activote.net/harris-has-large-lead-in-maryland/,,,https://www.activote.net/harris-has-large-lead-in-maryland/,"",false,,8814,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,62.9
88697,1741,ActiVote,"","",ActiVote,721,ActiVote,,,App Panel,8.0,Maryland,9/8/24,10/14/24,,"",,,,,212575,400,lv,,lv,,10/15/24 09:59,"",https://www.activote.net/harris-has-large-lead-in-maryland/,,,https://www.activote.net/harris-has-large-lead-in-maryland/,"",false,,8814,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,37.1
88672,770,TIPP,"","",TIPP Insights,144,TIPP Insights,1.8,-0.4,Online Panel,3.0,,10/11/24,10/13/24,,"",,,,,212506,1212,lv,,lv,TRUE,10/14/24 08:36,"",https://tippinsights.com/tipp-tracking-poll-day-1-harris-holds-narrow-3-point-lead-over-trump/,https://tippinsights.com/tipp-tracking-poll-day-1-harris-holds-narrow-3-point-lead-over-trump/,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,49.0
88672,770,TIPP,"","",TIPP Insights,144,TIPP Insights,1.8,-0.4,Online Panel,3.0,,10/11/24,10/13/24,,"",,,,,212506,1212,lv,,lv,TRUE,10/14/24 08:36,"",https://tippinsights.com/tipp-tracking-poll-day-1-harris-holds-narrow-3-point-lead-over-trump/,https://tippinsights.com/tipp-tracking-poll-day-1-harris-holds-narrow-3-point-lead-over-trump/,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,46.0
88676,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,10/11/24,10/13/24,,"",,,,,212531,2596,lv,,lv,,10/14/24 15:00,"",https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct24_KeyResults.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct24_KeyResults.pdf,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,49.0
88676,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,10/11/24,10/13/24,,"",,,,,212531,2596,lv,,lv,,10/14/24 15:00,"",https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct24_KeyResults.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct24_KeyResults.pdf,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,48.0
88676,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,10/11/24,10/13/24,,"",,,,,212531,2596,lv,,lv,,10/14/24 15:00,"",https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct24_KeyResults.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct24_KeyResults.pdf,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,IND,West,31097,Cornel West,1.0
88676,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,10/11/24,10/13/24,,"",,,,,212531,2596,lv,,lv,,10/14/24 15:00,"",https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct24_KeyResults.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct24_KeyResults.pdf,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,GRE,Stein,31116,Jill Stein,1.0
88676,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,10/11/24,10/13/24,,"",,,,,212532,2596,lv,,lv,,10/14/24 15:00,"",https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct24_KeyResults.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct24_KeyResults.pdf,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,51.0
88676,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,10/11/24,10/13/24,,"",,,,,212532,2596,lv,,lv,,10/14/24 15:00,"",https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct24_KeyResults.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct24_KeyResults.pdf,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,49.0
88676,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,10/11/24,10/13/24,,"",,,,,212706,3145,rv,,rv,,10/15/24 19:39,"",https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Topline.pdf,,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Topline.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Crosstabs.pdf,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,51.0
88676,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,10/11/24,10/13/24,,"",,,,,212706,3145,rv,,rv,,10/15/24 19:39,"",https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Topline.pdf,,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Topline.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Crosstabs.pdf,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,49.0
88676,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,10/11/24,10/13/24,,"",,,,,212707,3145,rv,,rv,,10/15/24 19:39,"",https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Topline.pdf,,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Topline.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Crosstabs.pdf,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,49.0
88676,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,10/11/24,10/13/24,,"",,,,,212707,3145,rv,,rv,,10/15/24 19:39,"",https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Topline.pdf,,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Topline.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Crosstabs.pdf,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,48.0
88676,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,10/11/24,10/13/24,,"",,,,,212707,3145,rv,,rv,,10/15/24 19:39,"",https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Topline.pdf,,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Topline.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Crosstabs.pdf,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,IND,West,31097,Cornel West,2.0
88676,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,10/11/24,10/13/24,,"",,,,,212707,3145,rv,,rv,,10/15/24 19:39,"",https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Topline.pdf,,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Topline.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/10/HHP_Oct2024_Crosstabs.pdf,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,GRE,Stein,31116,Jill Stein,1.0
88684,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3.0,,10/11/24,10/13/24,,"",,,,,212544,8647,lv,,lv,TRUE,10/15/24 08:54,"",https://pro.morningconsult.com/trackers/2024-presidential-election-polling,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,50.0
88684,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3.0,,10/11/24,10/13/24,,"",,,,,212544,8647,lv,,lv,TRUE,10/15/24 08:54,"",https://pro.morningconsult.com/trackers/2024-presidential-election-polling,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,46.0
88689,1890,SoCal Strategies,"2152,2170",On Point Politics | Red Eagle Politics,SoCal Strategies,851,SoCal Research,,,Online Panel,9.0,Michigan,10/11/24,10/13/24,,"",,,,,212549,692,lv,,lv,,10/15/24 08:55,"",https://substack.com/inbox/post/150241214,https://substack.com/inbox/post/150241214,,https://docs.google.com/spreadsheets/d/1AlP9VtCAQkmSnNYBULjA-cmktwbdjzUuH2pKnmAl-uI/edit?gid=0#gid=0,"",,REP,8820,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,49.0
88689,1890,SoCal Strategies,"2152,2170",On Point Politics | Red Eagle Politics,SoCal Strategies,851,SoCal Research,,,Online Panel,9.0,Michigan,10/11/24,10/13/24,,"",,,,,212549,692,lv,,lv,,10/15/24 08:55,"",https://substack.com/inbox/post/150241214,https://substack.com/inbox/post/150241214,,https://docs.google.com/spreadsheets/d/1AlP9VtCAQkmSnNYBULjA-cmktwbdjzUuH2pKnmAl-uI/edit?gid=0#gid=0,"",,REP,8820,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,48.0
88703,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,10/11/24,10/13/24,,"",,,,,212604,807,rv,,rv,,10/15/24 14:41,"",https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,45.0
88703,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,10/11/24,10/13/24,,"",,,,,212604,807,rv,,rv,,10/15/24 14:41,"",https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,42.0
88703,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,10/11/24,10/13/24,,"",,,,,212605,769,lv,,lv,,10/15/24 14:41,"",https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,47.0
88703,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,10/11/24,10/13/24,,"",,,,,212605,769,lv,,lv,,10/15/24 14:41,"",https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,44.0
88677,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,4.0,Arizona,10/10/24,10/13/24,,"",,,,,212537,1090,lv,,lv,,10/14/24 19:20,"",https://www.thetrafalgargroup.org/wp-content/uploads/2024/10/AZ-24-General-1014_Report.pdf,,https://www.thetrafalgargroup.org/wp-content/uploads/2024/10/AZ-24-General-1014_Report.pdf,,"",false,REP,8759,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,46.0
88677,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,4.0,Arizona,10/10/24,10/13/24,,"",,,,,212537,1090,lv,,lv,,10/14/24 19:20,"",https://www.thetrafalgargroup.org/wp-content/uploads/2024/10/AZ-24-General-1014_Report.pdf,,https://www.thetrafalgargroup.org/wp-content/uploads/2024/10/AZ-24-General-1014_Report.pdf,,"",false,REP,8759,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,47.5
88704,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,4.0,North Carolina,10/10/24,10/13/24,,"",,,,,212606,1085,lv,,lv,,10/15/24 14:41,"",https://www.thetrafalgargroup.org/wp-content/uploads/2024/10/NC-24-General-1015_Report.pdf,,https://www.thetrafalgargroup.org/wp-content/uploads/2024/10/NC-24-General-1015_Report.pdf,,"",false,REP,8839,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,44.6
88704,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,4.0,North Carolina,10/10/24,10/13/24,,"",,,,,212606,1085,lv,,lv,,10/15/24 14:41,"",https://www.thetrafalgargroup.org/wp-content/uploads/2024/10/NC-24-General-1015_Report.pdf,,https://www.thetrafalgargroup.org/wp-content/uploads/2024/10/NC-24-General-1015_Report.pdf,,"",false,REP,8839,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,46.5
